innerduration isdaytripper issuredaytripper endtime inittime
2:38:03 True True |2016-05-31 22:13:19| |2016-05-31 19:35:16|
4:03:10 True True |2016-06-15 16:31:04| |2016-06-15 12:27:54|
0:00:00 True False |2016-06-29 14:12:14| |2016-06-29 14:12:14|
|6 days, 2:34:56| False False |2016-07-13 15:40:39| |2016-07-07 13:05:43|
1:36:01 True True |2016-09-29 16:44:52| |2016-09-29 15:08:51|
0:00:00 True False |2016-10-14 16:09:52| |2016-10-14 16:09:52|
0:00:00 True False |2016-10-23 15:27:02| |2016-10-23 15:27:02|
0:00:00 True False |2016-11-20 16:59:16| |2016-11-20 16:59:16|
